municipio,fecha,luces_nocturnas,densid_vial,imae,interaccion_causal,area_km2,imae_primario,imae_secundario,imae_terciario,poblacion_estimada,categoria
Municipio de Jinotega,2021-11-01,0.182095974683762,1.1727729465782883,162.508740808214,190.58585480237645,882.5214718477508,215.435093765601,160.8599594600463,148.37506266771967,139515.234375,Estrato Medio
Municipio de Jinotega,2021-12-01,0.137018755078316,1.1727729465782883,162.722158302165,190.83614506560875,882.5214718477508,217.1209977082084,161.20130980448138,148.97390034135728,139515.234375,Estrato Medio
Municipio de Jinotega,2022-01-01,0.125143930315971,1.1727729465782883,162.984897090529,191.1442780086188,882.5214718477508,218.4638844248672,161.0175196806084,149.6661907263409,139515.234375,Estrato Medio
Municipio de Jinotega,2022-02-01,0.140168890357018,1.1727729465782883,163.408524137895,191.64109634920848,882.5214718477508,219.3075662147306,160.4421434179051,150.48600434124572,139515.234375,Estrato Medio
Municipio de Jinotega,2022-03-01,0.184148162603378,1.1727729465782883,164.109539141473,192.46322778055023,882.5214718477508,219.72950136462455,159.4839050231337,151.3710969748723,139515.234375,Estrato Medio
Municipio de Jinotega,2022-04-01,0.199488565325737,1.1727729465782883,165.002345977855,193.5102874847792,882.5214718477508,219.39863075041495,158.1471733737828,152.31405855680785,139515.234375,Estrato Medio
Municipio de Jinotega,2022-05-01,0.211529538035393,1.1727729465782883,165.869645007138,194.5274323229159,882.5214718477508,218.78757998186535,156.56940313847508,153.3546417421392,139515.234375,Estrato Medio
Municipio de Jinotega,2022-06-01,0.16276390850544,1.1727729465782883,166.478690372869,195.2417042510841,882.5214718477508,218.344300545184,154.84531956024043,154.4734620416306,139515.234375,Estrato Medio
Municipio de Jinotega,2022-07-01,0.159445762634277,1.1727729465782883,166.728249648282,195.53438061785616,882.5214718477508,218.08396634523945,153.32069313534635,155.59865874983748,139515.234375,Estrato Medio
Municipio de Jinotega,2022-08-01,0.191187039017677,1.1727729465782883,166.689882849823,195.4893850745766,882.5214718477508,218.3394993994708,152.3950490901933,156.6059387157626,139515.234375,Estrato Medio
Municipio de Jinotega,2022-09-01,0.163827314972878,1.1727729465782883,166.55391837403,195.3299296156709,882.5214718477508,219.19194333789105,152.46446350837795,157.364692506896,139515.234375,Estrato Medio
